,tau,kappa,beta,sigma,delta_t,avg_reward
3084,50.0,10000.0,0.0075,2.875,5.0,10.74581083369066
3085,50.0,10000.0,0.0075,5.25,1.0,6.826471484278227
3086,50.0,10000.0,0.0075,5.25,2.0,15.184296303650584
3087,50.0,10000.0,0.0075,5.25,3.0,7.551696334002036
3088,50.0,10000.0,0.0075,5.25,4.0,10.110244079357772
3089,50.0,10000.0,0.0075,5.25,5.0,14.031006853057272
3090,50.0,10000.0,0.0075,7.625,1.0,10.611199676582121
3091,50.0,10000.0,0.0075,7.625,2.0,17.17064524806812
3092,50.0,10000.0,0.0075,7.625,3.0,13.73468630177617
3093,50.0,10000.0,0.0075,7.625,4.0,16.381989494606977
3094,50.0,10000.0,0.0075,7.625,5.0,11.249258560381712
3095,50.0,10000.0,0.0075,10.0,1.0,11.889394908462583
3096,50.0,10000.0,0.0075,10.0,2.0,7.171884461998305
3097,50.0,10000.0,0.0075,10.0,3.0,18.600821619278037
3098,50.0,10000.0,0.0075,10.0,4.0,8.527252474980294
3099,50.0,10000.0,0.0075,10.0,5.0,12.088446620921733
3100,50.0,10000.0,0.01,0.5,1.0,5.406393643580929
3101,50.0,10000.0,0.01,0.5,2.0,5.659500151869578
3102,50.0,10000.0,0.01,0.5,3.0,4.337093451457344
3103,50.0,10000.0,0.01,0.5,4.0,5.589950177214389
3104,50.0,10000.0,0.01,0.5,5.0,5.689407863673937
3105,50.0,10000.0,0.01,2.875,1.0,20.65547991512799
3106,50.0,10000.0,0.01,2.875,2.0,15.090550255606662
3107,50.0,10000.0,0.01,2.875,3.0,11.286479475163782
3108,50.0,10000.0,0.01,2.875,4.0,5.83816878940343
3109,50.0,10000.0,0.01,2.875,5.0,12.275274467648284
3110,50.0,10000.0,0.01,5.25,1.0,12.690078587938405
3111,50.0,10000.0,0.01,5.25,2.0,9.807266463730434
3112,50.0,10000.0,0.01,5.25,3.0,13.463990996989093
3113,50.0,10000.0,0.01,5.25,4.0,6.684064003679046
3114,50.0,10000.0,0.01,5.25,5.0,15.822507143188853
3115,50.0,10000.0,0.01,7.625,1.0,18.563638191327723
3116,50.0,10000.0,0.01,7.625,2.0,12.499714922279376
3117,50.0,10000.0,0.01,7.625,3.0,9.951769952067915
3118,50.0,10000.0,0.01,7.625,4.0,16.990122051132442
3119,50.0,10000.0,0.01,7.625,5.0,6.658677787936608
3120,50.0,10000.0,0.01,10.0,1.0,7.116319224611464
3121,50.0,10000.0,0.01,10.0,2.0,18.215360384216705
3122,50.0,10000.0,0.01,10.0,3.0,5.309954497939424
3123,50.0,10000.0,0.01,10.0,4.0,9.180960115916031
3124,50.0,10000.0,0.01,10.0,5.0,8.775736441016644
